Abnormality of the breast	HP:0000769
Widened atrophic scar	None
Interphalangeal joint erosions	None
Abnormality of the humeral diaphysis	None
Abnormal humeral diaphysis morphology	None
Abnormality of shaft of long bone in upper arm	None
Lower limb atrophy	None
Lower limb muscle hypotrophy	None
Muscle atrophy, lower limb, distal	None
Distal lower limb amyotrophy	None
Lower limb degeneration	None
Lower leg amyotrophy	None
Enlarged epiphysis of the distal phalanx of the 4th toe	None
Enlarged end part of the outermost bone of the 4th toe	None
Anterior/lateral radial head dislocation	None
Anterolateral radial head dislocation	None
Tall lumbar vertebral bodies	None
Dense calcifications in the cerebellar dentate nucleus	None
Enlarged epiphyses of the 2nd finger	None
Enlarged end part of the index finger	None
Flattened end part of long bone in upper arm	None
Flattened humeral epiphyses	None
Anterior wedging of the 11th thoracic vertebra	None
Wedge-shaped 11th thoracic vertebra	None
Anterior wedging of T11	None
Sclerotic foci of metaphyses of the elbow	None
Vertical linear mixed lucent and sclerotic pattern of metaphyses	None
Abnormality of the phalanges of the hand	None
Abnormality of the finger bones	None
Abnormal finger phalanx morphology	None
Abnormality of phalanx of finger	None
Abnormality of the phalanges	None
Abnormal form of phalanges of the hand	None
Small epiphyses of the 5th finger	None
Small end part of pinky finger bone	None
Small end part of pinkie finger bone	None
Small end part of little finger bone	None
Basilar impression	None
Biconcave 'codfish' vertebrae	None
Biconcave vertebrae	None
Fish vertebrae	None
Codfish vertebrae	None
Scalloping of vertebral bodies	None
Biconcave vertebral bodies	None
Aplasia of the distal phalanx of the 5th finger	None
Absent outermost little finger bone	None
Absent outermost pinky finger bone	None
Absent outermost pinkie finger bone	None
Constricted radius	None
Duplication of the proximal bone of the index finger	None
Partial/complete duplication of the proximal phalanx of the 2nd finger	None
Duplication of the proximal phalanx of the 2nd finger	None
Absent middle phalanx of the third toe	None
Absent middle bone of the 3rd toe	None
Absent middle phalanx of the 3rd toe	None
Aplasia of the middle phalanx of the 3rd toe	None
Unicoronal craniosynostosis	None
Anterior flat head syndrome	None
Frontal plagiocephaly	None
Deformational anterior plagiocephaly	None
Positional frontal plagiocephaly	None
Coronal synostosis	None
Anterior plagiocephaly	None
Deformational frontal plagiocephaly	None
Positional anterior plagiocephaly	None
Morbus Osgood-Schlatter	None
Osgood Schlatter disease	None
Patchy increase of bone mineral density	None
Uneven increase in bone density	None
Patchy osteosclerosis	None
Abnormality of zygomaticus minor muscle	None
Short distal phalanx of the second toe	None
Short outermost bone of the 2nd toe	None
Short distal phalanx of the 2nd toe	None
Hypoplastic/small distal phalanx of the 2nd toe	None
Absent or minimally ossified vertebral bodies	None
Increased anterioposterior diameter of thorax	None
Increased anterioposterior diameter of chest	None
Bowing of the legs	None
Bowed legs	None
Bow legs	None
Bowed lower limbs	None
Bow-leggedness	None
Abnormal muscle fibre gamma sarcoglycan	None
Abnormal muscle fiber gamma sarcoglycan	None
Skeletal myopathy	None
Increased bone density in little finger bone	None
Increased bone density in pinkie finger bone	None
Sclerosis of 5th finger phalanx	None
Increased bone density in pinky finger bone	None
Sclerosis of the phalanges of the 5th finger	None
Bullet-shaped distal phalanx of the 2nd finger	None
Bullet-shaped outermost bone of the index finger	None
Abnormality of the proximal radial epiphysis	None
Embryonal rhabdomyosarcoma	None
Osteolytic defects of the distal phalanx of the 5th finger	None
Broad ischia	None
Multicentric femoral head ossification	None
Short proximal phalanx of the 3rd toe	None
Hypoplastic/small proximal phalanx of the 3rd toe	None
Short proximal phalanx of the third toe	None
Irregular end part of thumb innermost long bone	None
Irregular epiphysis of the proximal phalanx of the thumb	None
Abnormality of the intermaxillary bone	None
Abnormality of the primary palate bone	None
Abnormality of the premaxilla	None
Abnormality of the premaxillary bone	None
Abnormality of the intermaxillary segment of the maxilla	None
Bullet-shaped innermost finger bones of the hand	None
Bullet-shaped proximal phalanges of the hand	None
Aplasia/Hypoplasia of the premaxilla	None
Aplasia/hypoplasia of the primary palate bone	None
Aplasia/hypoplasia of the intermaxillary bone	None
Short third metatarsal	None
Hypoplasia of the 3rd metatarsal bone	None
Short 3rd long bone of foot	None
Foot syndactyly	None
Syndactyly of toes	None
Syndactyly of feet	None
Webbed toes	None
Toe syndactyly	None
Fused toes	None
Spasticity of facial muscles	None
Increased tone of facial muscles	None
Increased stiffness of facial muscles	None
Spasticity of the facial muscles	None
Abnormality of the distal phalanx of the 4th finger	None
Abnormality of the outermost bone of ring finger	None
Absent innermost toe bones	None
Aplasia of the proximal phalanges of the toes	None
Large posterior fontanelle	None
Large posterior fontanel	None
Abnormal sacral segmentation	None
Absent end part of the 3rd toe	None
Absent epiphyses of the 3rd toe	None
Sunken or indented skin due to damage	None
Atrophic scars	None
Thin, atrophic scars	None
bone elbow	None
Fractured elbow	None
Neurogenic scapuloperoneal syndrome	None
Scapuloperoneal weakness	None
Curved outermost bone of the 3rd toe	None
Curved distal phalanx of the 3rd toe	None
Basilar invagination	None
Triangular end part of the outermost long bone of the middle finger	None
Triangular epiphysis of the distal phalanx of the 3rd finger	None
Delta-shaped epiphysis of the distal phalanx of the 3rd finger	None
Metaphyseal corner fracture	None
Bucket handle fracture	None
Corner fracture of metaphysis	None
Triangular shaped phalanges of the 3rd toe	None
Triangular shaped 3rd toe bones	None
Irregular end part of the index finger	None
Irregular epiphyses of the 2nd finger	None
4-5 finger syndactyly	None
Webbed 4th-5th finger	None
Proximal foot symphalangism	None
Paranasal sinus neoplasm	None
Tumour of the paranasal sinuses	None
Neoplasm of the paranasal sinuses	None
Tumor of the paranasal sinuses	None
Podagra	None
Gout of big toe	None
Uneven increase in bone density in innermost index finger bone	None
Patchy sclerosis of the proximal phalanx of the 2nd finger	None
Spondylolysis and spondylolisthesis of l5	None
Spondylolisthesis at L5-S1	None
Dysplastic distal thumb phalanges with a central hole	None
Osteosarcoma	None
Osteogenic sarcoma	None
Bone cell cancer	None
Small toe	None
Abnormal skeletal morphology	None
Abnormally shaped skeletal	None
Abnormality of skeletal morphology	None
Delayed maturation of the head of the thigh bone	None
Delayed femoral head ossification	None
Absent foot	None
Aplasia of the foot	None
Apodia	None
Sysnostosis of all cranial sutures	None
Pansynostosis	None
Wide long bones of hand	None
Broad metacarpals	None
Wide metacarpals	None
Webbed 1st-5th toes	None
1-5 toe syndactyly	None
Syndactyly of all toes	None
Broad middle phalanges of finger	None
Broad middle phalanges of the hand	None
Broad middle finger bones	None
Broad middle phalanx of finger	None
Ileal ulcer	None
Hepatic bridging fibrosis	None
Abnormality of enteric neuron morphology	None
Abnormal stomach morphology	None
Abnormality of the stomach	None
Gastric cancer	None
Stomach cancer	None
Anal erosion	None
Anal fissure	None
Discrete intestinal polyps	None
Inferiorly positioned umbilicus	None
Low-set umbilicus	None
Low set umbilicus	None
Bowel diverticula	None
Bowel diverticulosis	None
Intestinal atresia	None
Interface hepatitis	None
Increased intestinal transit time	None
Partial abdominal muscle agenesis	None
Increased stool alpha1-antitrypsin concentration	None
Ganglioneuromatosis	None
Ampulla of Vater carcinoma	None
Intestinal perforation	None
Nasal regurgitation	None
Dependency on IV nutrition	None
Dependency on intravenous nutrition	None
Bile duct cancer	None
Cholangiocarcinoma	None
Pancreatic fibrosis	None
Small intestine tumor	None
Small intestine tumour	None
Neoplasm of the small intestine	None
Abnormal pancreatic duct morphology	None
Hepatic vascular malformations	None
Liver vascular malformations	None
Focal pancreatic islet hyperplasia	None
Abnormal hepatic echogenicity	None
Jejunoileal ulceration	None
Increased faecal coproporphyrin 3	None
Elevated fecal coproporphyrin 3	None
Elevated faecal coproporphyrin 3	None
Increased fecal coproporphyrin 3	None
High stool coproporphyrin 3	None
High faecal coproporphyrin 3	None
Elevated stool coproporphyrin 3	None
High fecal coproporphyrin 3	None
Rectal perforation	None
Anomalous hepatic venous drainage into the left atrium	None
Abdominal adhesions	None
Intra-abdominal adhesion	None
Atypical or prolonged liver inflammation	None
Atypical or prolonged hepatitis	None
Bloating	None
Abdominal bloating	None
Abdominal distension	None
Abdominal distention	None
Distended abdomen	None
Belly bloating	None
Abdominal swelling	None
Eosinophilic colitis	None
Eosinophilic infiltration in the colon	None
Colonic eosinophilia	None
H-type rectovestibular fistula	None
Acute esophageal necrosis	None
Abnormal gastrointestinal vascular morphology	None
Abnormality of GI vasculature	None
Abnormality of GI blood vessels	None
Abnormality of gastrointestinal vasculature	None
Helicobacter pylori infection	None
Chylolymphatic mesenteric cyst	None
Gallbladder enlargement	None
Gallbladder enlarged	None
Abnormal GI motility	None
Abnormal gastrointestinal motility	None
Intestinal hypoperistalsis	None
Hypoperistalsis	None
Degenerative liver disease	None
Anal neoplasm	None
Eosinophilic cholecystitis	None
Eosinophilic gallbladder infiltration	None
Abnormal liver parenchyma morphology	None
Loculated ascites	None
Septated ascites	None
Long-segment aganglionic megacolon	None
Proximal polyposis of the stomach	None
Fundic gland polyps	None
Gastric polyposis	None
Fundic gland polyposis	None
Jejunal diverticula	None
Esophageal varix	None
Esophageal varices	None
Enlarged vein in oesophagus	None
Enlarged vein in esophagus	None
Hyperperistalsis	None
Stomach churning	None
Achlorhydria	None
Collateral biliary veins	None
Collateral biliary circulation	None
Portosystemic collateral veins	None
Cloacogenic bladder	None
Persistent cloaca	None
Intussusception	None
Abnormality of pancreas physiology	None
Degenerative enteric neuropathy	None
Enteric neuronal degeneration	None
Eosinophilic gastrointestinal disorders	None
Eosinophilic enteritis	None
Gastrointestinal eosinophilia	None
GI eosinophilia	None
Eosinophilic gastroenteritis	None
Eosinophilic gastrointestinal disease	None
Nesidioblastosis	None
Duodenal aganglionosis	None
Solitary splenic abscess	None
Unilocular splenic abscess	None
Unifocal splenic abscess	None
Pancolitis	None
Colon tumor	None
Neoplasm of the colon	None
Colon tumour	None
High fecal coproporphyrin 1	None
Increased fecal coproporphyrin 1	None
Elevated faecal coproporphyrin 1	None
High faecal coproporphyrin 1	None
High stool coproporphyrin 1	None
Elevated stool coproporphyrin 1	None
Increased faecal coproporphyrin 1	None
Elevated fecal coproporphyrin 1	None
Jaundice	None
Yellowing of the skin	None
Yellow skin	None
Icterus	None
Intrahepatic cholestasis	None
Impaired release of bile from liver	None
Megarectum	None
Abnormality of the hepatic vasculature	None
Abnormality of the liver vasculature	None
Abnormality of liver blood vessels	None
Protein-losing enteropathy	None
Hyperactive bowel sounds	None
Increased bowel sounds	None
Borborygmi	None
Intermittent jaundice	None
Intermittent icterus	None
Intermittent yellowing of skin	None
Intermittent yellow skin	None
Clostridium botulinum toxin in stool	None
Positive fecal Clostridium botulinum test	None
Liver steatosis	None
Steatosis	None
Hepatic steatosis	None
Fatty liver	None
Fatty infiltration of liver	None
Ileal adenocarcinoma	None
Pancreatic calcification	None
Pancreatic calcifications	None
Total intestinal aganglionosis	None
Abnormal biliary tract physiology	None
Rectovestibular fistula	None
Vestibular fistula	None
Hepatocellular adenoma	None
Liver cell adenoma	None
Hepatic adenoma	None
Ductal bile plugs	None
GI inflammation	None
Gastrointestinal inflammation	None
Neoplasm of the pancreas	None
Neoplasia of the pancreas	None
Pancreatic tumour	None
increased risk of pancreatic cancer	None
Cancer of the pancreas	None
Pancreatic tumor	None
Pancreatic cancer	None
Segmental hypoplasia of liver	None
Cystic liver disease	None
