Pneumomediastinum	HP:0025421
Long bones slender	None
Slender long bone	None
Thin long bones	None
Thin gracile long bones	None
Abnormal index finger bones	None
Abnormality of 2nd finger phalanges	None
Abnormality of the phalanges of the 2nd finger	None
Pseudoepiphysis of the proximal phalanx of the 5th finger	None
Lytic defects of the humeral metaphysis	None
Morgagni diaphragmatic hernia	None
Morgagni hernia	None
Cartilaginous ossification of rib	None
Costal cartilage calcification	None
Railroad track ears	None
Helix, crus, horizontal	None
Railroad track sign	None
Horizontal orientation of the crus of helix	None
Horizontal crus of helix	None
Horizontal orientation of the ear crus	None
Irregular finger bones	None
Irregular phalanges	None
Patellar overgrowth	None
Abnormally indented hip sockets	None
Protrusio acetabulae	None
Protrusio acetabuli	None
Unilateral wrist flexion contracture	None
Unilateral wrist contracture	None
Joint contractures of the fourth finger	None
Joint contracture of the 4th finger	None
Cubitus varus	None
Enlarged end part of the innermost bone of the ring finger	None
Enlarged epiphysis of the proximal phalanx of the 4th finger	None
Distally placed thumb	None
Y-shaped metacarpals	None
Y-shaped long bone of hand	None
Absent end part of the ring finger bone	None
Absent epiphyses of the 4th finger	None
Abnormally large tongue	None
Lingual hypertrophy	None
Hypertrophy of the tongue	None
Large tongue	None
Lingual hyperplasia	None
Macroglossia	None
Increased size of tongue	None
Tongue hypertrophy	None
Hyperplasia of the tongue	None
Glossal hypertrophy	None
Axial muscle weakness	None
Slender long bones with narrow diaphyses	None
Slender long bones with narrow shaft	None
Broad distal phalanx of the hallux	None
Wide outermost bone of big toe	None
Broad outermost bone of big toe	None
Broad 1st metacarpal	None
Wide 1st long bone of hand	None
Widened metacarpal shaft	None
Broad shaft of long bone of hand	None
Patchy sclerosis of thumb phalanx	None
Patchy sclerosis of the phalanges of the thumb	None
Uneven increase in bone density in thumb bone	None
Irregular thumb epiphysis	None
Irregular end part of thumb long bone	None
Irregular epiphyses of the thumb	None
Uneven increase in bone density in pinkie finger bone	None
Uneven increase in bone density in little finger bone	None
Patchy sclerosis of 5th finger phalanx	None
Patchy sclerosis of the phalanges of the 5th finger	None
Uneven increase in bone density in pinky finger bone	None
Increased bone density in foot bone	None
Sclerosis of foot bone	None
Sclerosis of bones of the feet	None
Neck joint contracture	None
Restricted neck mobility due to contractures	None
Restricted neck movement due to contractures	None
Calcified choroid plexus	None
Choroid plexus calcification	None
Increased bone density	None
Osteosclerosis of bones	None
Osteosclerosis	None
Increased bone mineral density	None
Proportionate shortening of all digits	None
Bursitis	None
Subperiosteal bone resorption	None
Subperiosteal erosions	None
Metaphyseal rarefaction	None
Rarefaction of the metaphyses	None
Fractured forearm bones	None
Fracture of the forearm	None
Broken forearm	None
Hyperplasia of half of the tongue	None
Hemiglossal hypertrophy	None
Increased size of half of the tongue	None
Hemiglossal hyperplasia	None
Hemimacroglossia	None
Large half of tongue	None
Hypertrophy of half of the tongue	None
Dorsolumbar kyphosis	None
Thoracolumbar kyphoscoliosis	None
Abnormality of the vertebral column	None
Abnormality of the spine	None
Abnormality of the backbone	None
Abnormal spine	None
Abnormal vertebral column	None
Amelogenesis imperfecta	None
Increased wrist mobility	None
Hyperextensibility at wrists	None
Increased laxity of wrists	None
Small radial epiphyses	None
Fibrous dysplasia of the bones	None
Small outermost segments of shoulder blade	None
Small distal segments of the shoulder blade	None
Underdeveloped outermost segments of shoulder blade	None
Hypoplastic distal segments of scapulae	None
Frontomalar faciosynostosis	None
Contracture of the distal interphalangeal joint of the 4th finger	None
Patchy sclerosis of the distal phalanx of the 2nd finger	None
Uneven increase in bone density in the outermost bone of the 2nd finger	None
Distal tapering femur	None
Tapering of outermost end of thighbone	None
Cutaneous calcification	None
Calcinosis cutis	None
Wide humeral epiphyseal plate	None
Broad humeral epiphyseal plate	None
Wide long bone of arm growth plate	None
Distal femoral metaphyseal abnormality	None
Abnormality of wide portion of outermost thighbone	None
Abnormal shoulder physiology	None
Abnormal maturation of breastbone	None
Sternal ossification center abnormalities	None
Sternal ossification centre abnormalities	None
Abnormal sternal ossification	None
Irregular epiphyses of the 2nd toe	None
Irregular end part of the 2nd toe bone	None
Plantar flexion contractures	None
Abnormal GI motility	None
Abnormal gastrointestinal motility	None
Abdomen abnormality	None
Abnormality of the abdomen	None
Abnormal abdomen morphology	None
Abnormality of abdomen morphology	None
Abnormality of abdomen structure	None
Small intestinal stenosis	None
Narrowing of small intestine	None
Aplasia of the colon	None
Absence of the colon	None
Aplastic colon	None
Obstruction in digestive tract	None
GI obstruction	None
Gastrointestinal obstruction	None
Cloacogenic bladder	None
Persistent cloaca	None
Insulinoma	None
Pancreatic insulinoma	None
Black pigment gallstones	None
Hepatic arteriovenous malformation	None
Liver arteriovenous malformation	None
Nodular transformation of liver	None
Noncirrhotic nodulation	None
Partial nodular transformation of liver	None
Nodular regenerative hyperplasia of liver	None
Increased faecal coproporphyrin 3	None
Elevated fecal coproporphyrin 3	None
Elevated faecal coproporphyrin 3	None
Increased fecal coproporphyrin 3	None
High stool coproporphyrin 3	None
High faecal coproporphyrin 3	None
Elevated stool coproporphyrin 3	None
High fecal coproporphyrin 3	None
Perianal rash	None
Perianal dermatitis	None
Degenerative liver disease	None
Vesicocolic fistula	None
Colovesicular fistula	None
Colovesical fistula	None
High fecal coproporphyrin 1	None
Increased fecal coproporphyrin 1	None
Elevated faecal coproporphyrin 1	None
High faecal coproporphyrin 1	None
High stool coproporphyrin 1	None
Elevated stool coproporphyrin 1	None
Increased faecal coproporphyrin 1	None
Elevated fecal coproporphyrin 1	None
Rectal arteriovenous malformation	None
Anal margin Paget's disease	None
Macronodular cirrhosis	None
Osmotic diarrhea	None
Jejunal diverticula	None
Chylous ascites	None
Chyloperitoneum	None
Giant hypertrophic gastritis	None
Menetrier disease	None
Abdominal aseptic abscess	None
Absent/small abdominal wall muscles	None
Absent/underdeveloped abdominal wall muscles	None
Aplasia/Hypoplasia of the abdominal wall musculature	None
Esophageal leukoplakia	None
Esophageal epidermoid metaplasia	None
Liver steatosis	None
Steatosis	None
Hepatic steatosis	None
Fatty liver	None
Fatty infiltration of liver	None
Enterocutaneous fistula	None
Poor appetite	None
Decreased appetite	None
No appetite	None
Loss of appetite	None
Perforation of the colon	None
Colon perforation	None
Fulminant hepatic failure	None
Anal margin melanoma	None
Neonatal intestinal obstruction	None
Focal pancreatic islet hyperplasia	None
Gastric varix	None
Gastric varices	None
Diastasis recti	None
Gap between large left and right abdominal muscles	None
Chronic gastritis	None
Anomaly of the esophagus	None
Abnormality of esophagus structure	None
Abnormal esophagus morphology	None
Abnormal oesophagus morphology	None
Abnormality of oesophagus structure	None
Anomaly of the oesophagus	None
Intussusception	None
Juvenile colonic polyposis	None
Fibrous cholangitis	None
Sclerosing cholangitis	None
Abnormality of the gallbladder	None
Anomaly of the gallbladder	None
Gall bladder perforation	None
Gallbladder perforation	None
Liver failure	None
Hepatic failure	None
Elevated faecal pH	None
Elevated fecal pH	None
Stool pH high	None
Hepatic periportal necrosis	None
Abnormal gastrointestinal vascular morphology	None
Abnormality of GI vasculature	None
Abnormality of GI blood vessels	None
Abnormality of gastrointestinal vasculature	None
Achlorhydria	None
Pancolitis	None
Malrotation of colon	None
Abnormality of enteric neuron morphology	None
Gastric duplication cyst	None
Gastric duplication	None
Abnormality of the biliary system	None
Barrett's esophagus	None
Barrett's oesophagus	None
Barret syndrome	None
Endobrachyesophagus	None
Barrett esophagus	None
Barrett oesophagus	None
Gallstones	None
Cholelithiasis	None
Odynophagia	None
Painful swallowing	None
Chloride high in stool	None
Elevations in fecal chloride concentration	None
Elevated stool chloride content	None
Flatulence	None
Chylolymphatic mesenteric cyst	None
Nasogastric tube feeding	None
Esophageal varix	None
Esophageal varices	None
Enlarged vein in oesophagus	None
Enlarged vein in esophagus	None
Ileus	None
Gastrointestinal atony	None
Hypoplasia of the small intestine	None
Underdeveloped small intestine	None
Fibrotic muscularis propria	None
Decreased bowel sounds	None
Hypoactive bowel sounds	None
Abnormal large intestinal mucosa morphology	None
Microgastria	None
High intestinal obstruction	None
Eosinophilic gastrointestinal disorders	None
Eosinophilic enteritis	None
Gastrointestinal eosinophilia	None
GI eosinophilia	None
Eosinophilic gastroenteritis	None
Eosinophilic gastrointestinal disease	None
Anus malposition	None
Ectopic anus	None
Abnormal anus position	None
Neoplasm of the gallbladder	None
Neoplasia of the gallbladder	None
Dependency on parenteral nutrition	None
Gastrointestinal arteriovenous malformation	None
GI arteriovenous malformation	None
Esophageal duplication	None
Anal stenosis	None
Narrowing of anal opening	None
Paralytic ileus	None
Neoplasm of the pancreas	None
Neoplasia of the pancreas	None
Pancreatic tumour	None
increased risk of pancreatic cancer	None
Cancer of the pancreas	None
Pancreatic tumor	None
Pancreatic cancer	None
Abnormality of the GI tract	None
Digestive system disease	None
Abnormality of the gastrointestinal tract	None
Gastrointestinal disease	None
Abnormal stool urobilinogen concentration	None
Jejunoileal diverticula	None
Impaired oral bolus formation	None
Duodenal stenosis	None
Duodenal stenosis/atresia	None
Mechanical ileus	None
Absent gallbladder	None
Aplasia of the gallbladder	None
Agenesis of the gallbladder	None
Pelvic organ prolapse	None
Abnormality of oesophagus physiology	None
Abnormal esophagus physiology	None
Functional abnormality of the oesophagus	None
Abnormality of esophagus physiology	None
Functional abnormality of the esophagus	None
Boerhaave syndrome	None
Spontaneous esophageal rupture	None
Spontaneous esophageal perforation	None
Small intestinal perforation	None
Gallbladder wall thickening	None
Bowel irritability	None
Choledochal cyst	None
Cyst of the ductus choledochus	None
Large intestine tumour	None
Large intestine tumor	None
Neoplasm of the large intestine	None
Congenital pouch colon	None
Abnormality of the jejunum	None
Abnormal jejunum morphology	None
Peritonitis	None
Inflammation of the peritoneum	None
Abnormal faeces composition	None
Abnormal stool composition	None
Abnormal feces composition	None
Abnormal fecal test result	None
Narrowing of the colon	None
Colonic stenosis	None
Stenosis of the colon	None
Abnormality of digestive system physiology	None
Cloacal abnormality	None
Abnormality of the rectum	None
Anomaly of the rectum	None
Abnormal rectum morphology	None
Anal mucosal leukoplakia	None
Superiorly positioned umbilicus	None
Esophageal spasms	None
Coarsened hepatic echotexture	None
Eosinophilic gastritis	None
Eosinophilic infiltration in the stomach mucosa	None
Lymphoid nodular hyperplasia	None
Lymphonodular hyperplasia of the colon	None
Abnormal hepatic physiology	None
Abnormal liver physiology	None
Abnormality of the intrahepatic bile duct	None
Abnormal intrahepatic bile duct morphology	None
Pancreatic dysplasia	None
Abnormal gallbladder morphology	None
Abnormal shape of gallbladder	None
Abnormal gallbladder structure	None
Intestinal oedema	None
Intestinal edema	None
Bowel duplication	None
Gut duplication	None
Intestinal duplication	None
Death of liver cells	None
Hepatocellular necrosis	None
Hepatocellular loss	None
Exstrophy	None
Duodenal gastric metaplasia	None
Granulomatous cholangitis	None
Anal canal squamous carcinoma	None
Abnormality of the mucous membrane layer of stomach	None
Abnormality of the gastric mucosa	None
Abnormal gastric mucosa morphology	None
Abnormality of pancreas physiology	None
Dilatation of intrahepatic biliary ducts	None
Intrahepatic bile duct dilatation	None
Biliary tract neoplasm	None
Neoplasia of the biliary tract	None
Hyperperistalsis	None
Stomach churning	None
Splenic infarct	None
Spleen infarct	None
Spleen infarction	None
Splenic infarction	None
Malnutrition	None
Intestinal lymphoid nodular hyperplasia	None
Protein avoidance	None
Decreased stool elastase level	None
Elastase low in stool	None
Emesis	None
Vomiting	None
Throwing up	None
Gallbladder inflammation	None
