Abnormality of body height	HP:0000002
Abnormality of Sharpey fibres	None
Enthesis abnormality	None
Abnormal Sharpey fibre morphology	None
Abnormality of Sharpey fibers	None
Abnormal innermost thumb bone	None
Abnormality of the proximal phalanx of the thumb	None
Abnormality of proximal thumb phalanx	None
Triangular index finger phalanges	None
Triangular shaped phalanges of the 2nd finger	None
Triangular bones of index finger	None
Square humeral metaphysis	None
Square metaphysis of long bone of upper arm	None
Central core regions in muscle fibres	None
Central core regions in muscle fibers	None
Multinucleated giant chondrocytes in epiphyseal cartilage	None
Viral infection-induced rhabdomyolysis	None
Partial duplication of the middle phalanx of the 3rd finger	None
Partial duplication of the middle bone of the 3rd finger	None
Abnormality of skeletal muscle fibre size	None
Abnormality of skeletal muscle fiber size	None
Muscle rigidity	None
Rigidity	None
Calcification of the basal ganglia	None
Basal ganglia calcification	None
Basal ganglia calcifications	None
Basal ganglion calcification	None
Abnormal jaw morphology	None
Aplasia/Hypoplasia of facial bones	None
Delayed phalangeal epiphyseal bone maturation	None
Delayed bone maturation of end part of digital bone	None
Delayed phalangeal epiphyseal ossification	None
Enlarged end part of middle finger bone	None
Enlarged epiphyses of the 3rd finger	None
Complete duplication of the outermost bone of the 4th toe	None
Complete duplication of the distal phalanx of the fourth toe	None
Complete duplication of the distal phalanx of the 4th toe	None
Abnormality of the musculoskeletal system	None
Bracket epiphyses of the toes	None
Bracket shaped end part of the toe bones	None
Stippled calcification proximal humeral epiphyses	None
Speckled calcifications in end part of innermost long bone of upper arm	None
Stippling of the epiphysis of the distal phalanx of the 4th toe	None
Speckled calcifications in the end part of the outermost bone of the 4th toe	None
Fused thumb bones	None
Fused thumb phalanges	None
Symphalangism of the thumb	None
Symphalangism of the distal and proximal phalanges of the thumb	None
Rounded neck	None
Cervical kyphosis	None
Decreased size of facial muscles	None
Atrophy of facial musculature	None
Hypotrophic facial musculature	None
Small facial muscles	None
Underdevelopment of facial muscles	None
Hypoplasia of facial musculature	None
Deficiency of facial musculature	None
Abnormal deposits of calcium in the brain	None
Cerebral calcification	None
Intracranial calcifications	None
Intracerebral calcifications	None
Intracranial calcification	None
Brain calcification	None
Supraumbilical raphe	None
Midline supraumbilical raphe	None
Partial duplication of the middle bone of the 2nd toe	None
Partial duplication of the middle phalanx of the 2nd toe	None
Anterior beaking of lower thoracic vertebrae	None
Small end part of the outermost bone of little finger	None
Small end part of the outermost bone of pinky finger	None
Small epiphysis of the distal phalanx of the 5th finger	None
Small end part of the outermost bone of pinkie finger	None
Absent index finger	None
Aplasia of the index finger	None
Absent index finger phalanges	None
Aplasia of the 2nd finger	None
Partial duplication of the bones of the ring finger	None
Partial duplication of the phalanges of the 4th finger	None
Pseudoepiphysis of the proximal phalanx of the 4th finger	None
Polyarticular arthritis	None
Triangular end part of the big toe bone	None
Triangular epiphyses of the hallux	None
Decreased range of movement range in hinge joints	None
Decreased movement range in interphalangeal joints	None
Permanent curving of the finger	None
Curvature of digit	None
Clinodactyly	None
Irregular humeral epiphyses	None
Irregular end part of long bone in upper arm	None
Slender ulna	None
Aplastic zygomatic arch	None
Hypoplastic/small middle phalanx of ring finger	None
Short middle phalanx of ring finger	None
Short middle bone of 4th finger	None
Hypoplastic/small middle phalanx of the 4th finger	None
Brachymesophalangy IV (finger)	None
Short middle phalanx of the 4th finger	None
Webbed skin of toes	None
Cutaneous syndactyly of toes	None
soft tissue syndactyly of toes	None
Cutaneous syndactyly of feet	None
Large jaw	None
Increased size of the mandible	None
Tapering toes	None
Tapered toe	None
Uneven increase in bone density in big toe bone	None
Patchy sclerosis of hallux phalanx	None
Patchy sclerosis of the phalanges of the hallux	None
Decreased head circumference	None
Bifid distal phalanx of thumb	None
Notched terminal thumb phalanx	None
Incipient distal thumb phalanx duplication	None
Notched outermost bone of the thumb	None
Bifid thumb distal phalanx	None
Notched outermost bone of thumb	None
Bifid terminal phalanges of thumbs	None
Bifid distal phalanx of the thumb	None
Absent/small backbone	None
Aplasia/Hypoplasia involving the vertebral column	None
Absent/small vertebral column	None
Absent/underdeveloped spine	None
Absent/underdeveloped backbone	None
Absent/small spine	None
Absent/underdeveloped vertebral column	None
Partial/complete duplication of the proximal phalanx of the 3rd toe	None
Duplication of the proximal phalanx of the third toe	None
Duplication of the proximal phalanx of the 3rd toe	None
Duplication of the innermost 3rd toe bone	None
Hypotrophic neck muscle	None
Underdevelopment of neck muscle	None
Decreased size of neck muscle	None
Neck muscle hypoplasia	None
Small neck muscle	None
Deficiency of neck muscle	None
Enlarged proximal interphalangeal joints	None
Enlarged innermost hinge joint	None
Laterally sloping humeral metaphysis	None
Laterally sloping metaphysis of long bone of upper arm	None
Absent end part of the 2nd toe bone	None
Absent epiphyses of the 2nd toe	None
Ankle weakness	None
Abnormal hip joint morphology	None
Abnormality of the hip joints	None
Abnormality of the hip joint	None
Albers-Schönberg disease	None
Albers-Schoenberg disease	None
Harder, denser, fracture-prone bones	None
Albers-Schonberg disease	None
Marble bone disease	None
Osteopetrosis	None
Osteolytic defects of the distal phalanx of the 4th finger	None
Episodic generalised hypotonia	None
Episodic generalized hypotonia	None
Aplasia/Hypoplasia of the 5th metacarpal	None
Absent/underdeveloped 5th long bone of hand	None
Absent/small 5th long bone of hand	None
Fibrous dysplasia of the bones	None
Pseudoepiphyses of the 4th toe	None
Skeletal muscle fatty infiltration	None
Fatty replacement of skeletal muscle	None
Abnormality of the end part of the innermost long bone in upper arm	None
Abnormality of the proximal humeral epiphysis	None
Thickened cortex of bones	None
Slender toe	None
Narrow toe	None
Increased bone density	None
Osteosclerosis of bones	None
Osteosclerosis	None
Increased bone mineral density	None
Delayed tarsal ossification	None
Delayed ankle bone maturation	None
Tarsal delayed ossification	None
Increased length of the tibia	None
Increased length of shinbone	None
Increased length of shankbone	None
Abnormality of end part of thumb innermost long bone	None
Abnormality of the epiphysis of the proximal phalanx of the thumb	None
Triangular epiphysis of the middle phalanx of the 5th finger	None
Delta-shaped epiphysis of the middle phalanx of the 5th finger	None
Triangular end part of the middle bone of the pinkie finger	None
Triangular end part of the middle bone of the pinky finger	None
Triangular end part of the middle bone of the little finger	None
Abnormality of the wide portion of the femoral bone	None
Abnormal femoral metaphysis morphology	None
Abnormality of the femoral metaphysis	None
Decerebrate rigidity	None
Decerebrate posturing	None
Umbilical hernia	None
Umbilical hernias	None
Absent epiphysis of the distal phalanx of the 4th toe	None
Absent end part of the outermost bone of the 4th toe	None
Partial duplication of the middle phalanx of the fifth toe	None
Partial duplication of the middle bone of the little toe	None
Partial duplication of the middle phalanx of the 5th toe	None
Partial duplication of the middle bone of the pinky toe	None
Partial duplication of the middle bone of the pinkie toe	None
Fractured distal phalanx of manual digit 5	None
bone distal phalanx of manual digit 5	None
Cone-shaped end part of the middle hand bones	None
Cone-shaped epiphyses of the middle phalanges of the hand	None
Cone-shaped epiphyses of middle phalanges	None
Easily subluxated first metacarpophalangeal joints	None
Skeletal myopathy	None
Aplasia of the forearm bones	None
Absent forearm bone	None
Irregular innermost shinbone end part	None
Irregular proximal tibial epiphyses	None
Irregular innermost shankbone end part	None
Abnormal 5th finger morphology	None
Abnormality of the pinky finger	None
Abnormality of the 5th finger	None
Abnormality of the little finger	None
Abnormality of the pinkie finger	None
Spastic quadriplegia	None
Spastic tetraplegia	None
Hypoplastic/small middle phalanx of the 2nd finger	None
Hypoplastic middle index finger phalanx	None
Short middle phalanx of the 2nd finger	None
Brachymesophalangy II (finger)	None
Short middle bone of index finger	None
Webbed 1st-3rd finger	None
1-3 finger syndactyly	None
Abnormal gallbladder physiology	None
Focal active colitis	None
Feeling full quickly when eating	None
Early satiety	None
Not able to finish a normal-sized meal	None
Perforation of the colon	None
Colon perforation	None
Neoplasm of the gastrointestinal tract	None
Neoplasm of the GI tract	None
Gastrointestinal tract neoplasm	None
GI tract tumour	None
Gastrointestinal tract tumour	None
Gastrointestinal tract neoplasia	None
GI tract tumor	None
Gastrointestinal tract tumor	None
Infrequent bowel movements	None
Chronic constipation	None
Biliary dyskinesia	None
Cholestatic liver disease	None
Abnormality of the small intestine	None
Osmotic diarrhea	None
Acute esophageal necrosis	None
Gastrointestinal infarctions	None
GI infarctions	None
Death of digestive organ tissue due to poor blood supply	None
Abnormal gastrointestinal transit time	None
Abnormal GI transit time	None
Hepatitis	None
Liver inflammation	None
Neonatal intestinal obstruction	None
Hepatic arteriovenous malformation	None
Liver arteriovenous malformation	None
Dependency on parenteral nutrition	None
Abnormality of the ileum	None
Abnormal ileum morphology	None
Anal fistula	None
Fistula in ano	None
Esophageal web	None
Enteric intraneuronal nuclear inclusion bodies	None
Increased fecal CIII:CI ratio	None
Coproporphyrin isomer III/I ratio high in stool	None
Increased fecal coproporphyrin III:coproporphyrin I ratio	None
Emesis	None
Vomiting	None
Throwing up	None
Distal ileal atresia	None
Gastrointestinal atresia	None
GI atresia	None
Hepatic pulmonary fusion	None
Hepatopulmonary fusion	None
Bladder exstrophy	None
Ectopia vesicae	None
Nesidioblastosis	None
Diarrhoea	None
Watery stool	None
Diarrhea	None
Cloacal exstrophy	None
Lozenge-shaped umbilicus	None
Eosinophilic liver infiltration	None
Eosinophilic hepatitis	None
Multiple pancreatic beta-cell adenomas	None
Hypoplasia of the colon	None
Underdeveloped colon	None
Hypoplastic colon	None
Increased stomach size	None
Gastric hypertrophy	None
Biliary tract obstruction	None
Nasogastric tube feeding in infancy	None
Bloody diarrhea	None
Bloody diarrhoea	None
Bloody bowel movement	None
Bloody stool	None
Blood in stool	None
Feeding difficulties in infancy	None
Nausea	None
Esophageal exudate	None
Abnormality of hepatobiliary system physiology	None
Increased intestinal transit time	None
Hypoplasia of the small intestine	None
Underdeveloped small intestine	None
Anal margin melanoma	None
Esophageal leukoplakia	None
Esophageal epidermoid metaplasia	None
GI dysmotility	None
Gastrointestinal dysmotility	None
Periportal fibrosis	None
Liver lobation abnormal	None
Abnormal liver lobulation	None
Anomalous liver lobulation	None
Hepatic anomalous lobulation	None
Gastrointestinal angiodysplasia	None
GI angiodysplasia	None
Septate gallbladder	None
Abdominal wall defect	None
Congenital anterior abdominal wall defect	None
Esophagus ulcer	None
Esophageal ulceration	None
Oesophagus ulcer	None
Oesophagus ulceration	None
Increased faecal porphyrin	None
Increased fecal porphyrin	None
Hiatus hernia	None
Hiatal hernia	None
Stomach hernia	None
Peri-hepatic adhesions	None
Perihepatic adhesions	None
Accumulation of fluid in the abdomen	None
Ascites	None
Duodenal aganglionosis	None
Hypoplastic umbilicus	None
Umbilicus hypoplastic	None
Decreased carnitine level in liver	None
Stool pH low	None
Decreased fecal pH	None
Decreased faecal pH	None
Eosinophilic infiltration of the oesophagus	None
Eosinophilic esophagitis	None
Eosinophilic infiltration of the esophagus	None
Abnormality of pancreas physiology	None
Bowel irritability	None
Microvillus inclusions	None
Multilocular splenic abscess	None
Multifocal splenic abscess	None
Gastro-oesophageal reflux	None
Gastroesophageal reflux	None
Acid reflux	None
GERD	None
Gastro-esophageal reflux	None
Acid reflux disease	None
Heartburn	None
Gastroesophageal reflux disease	None
Atretic gallbladder	None
Gallbladder atresia	None
Gall bladder perforation	None
