Abnormality of taste sensation	HP:0000223
Abnormality of the nares	None
Anomaly of the nares	None
Malformation of the nostrils	None
Abnormal naris morphology	None
Abnormality of the nostrils	None
Abnormal nostril morphology	None
Malformation of the nares	None
Deformity of the nares	None
Uneven nostril shape	None
Unequal nostril shape	None
Uneven nostril size	None
Asymmetry of nostrils	None
Asymmetry of the nares	None
Crooked nostrils	None
Unequal nostril size	None
Extra oral frenum	None
Accessory oral frenum	None
Supernumerary oral frenulum	None
Supernumerary oral frenum	None
Multiple oral frenula	None
Accessory oral frenulum	None
Extra oral frenulum	None
Hyperplasia of pituitary fossa	None
Hyperplasia of sella turcica	None
Large pituitary fossa	None
Hyperplasia of hypophysial fossa	None
Prominent sella turcica	None
Large hypophysial fossa	None
Large sella turcica	None
Enlarged sella turcica	None
Big sella turcica	None
Aplasia/Hypoplasia of the nasal bone	None
Absence of maxillary lateral incisor	None
Absence of upper lateral incisor	None
Missing maxillary lateral incisor	None
Absent upper lateral incisors	None
Agenesis of maxillary lateral incisor	None
Failure of development of maxillary lateral incisor	None
Missing upper lateral incisor	None
No permanent dentition	None
Absence of secondary dentition	None
No adult dentition	None
Absence of adult teeth	None
Missing adult teeth	None
No secondary dentition	None
Unicoronal synostosis	None
Unilateral coronal suture synostosis	None
Unilateral coronal suture craniosynostosis	None
Unilateral coronal craniosynostosis	None
Resorption of alveolar processes of jaw	None
Atrophy of alveolar margins	None
Flattening of alveolar ridges	None
Atrophy of alveolar ridges	None
Flattening of alveolar processes of jaw	None
Resorption of alveolar margins	None
Alveolar bone loss	None
Flattening of gum ridges	None
Shrinking of alveolar ridges	None
Resorption of alveolar ridges	None
Atrophy of alveolar processes of jaw	None
Shrinking of gum ridges	None
Flattening of alveolar margin	None
Deformity of the cheeks	None
Abnormal cheek morphology	None
Malformation of the cheeks	None
Abnormality of the cheek	None
Anomaly of the cheeks	None
Abnormality of the cheeks	None
Hypoplasia of the primary teeth	None
Underdevelopment of milk teeth	None
Decreased size of deciduous teeth	None
Small baby teeth	None
Small primary teeth	None
Decreased size of baby teeth	None
Small milk teeth	None
Decreased size of primary teeth	None
Hypoplastic deciduous teeth	None
Decreased size of milk teeth	None
Underdevelopment of primary teeth	None
Underdevelopment of baby teeth	None
Abnormal lacrimal gland morphology	None
Abnormality of the lacrimal gland	None
Premature suture closure	None
Premature closure of cranial sutures	None
Premature fontanel closure	None
Early fusion of cranial sutures	None
Craniosyostosis	None
Deformity of the skull	None
Craniosynostosis	None
Craniostenosis	None
Cranial suture synostosis	None
Flat posterior fossa	None
Abnormality of levator labii superioris alaeque nasi muscle	None
Abnormality of position of incisors	None
Misalignment of incisors	None
Crooked incisors	None
Malposition of incisors	None
Crooked front teeth	None
Abnormality of alignment of incisors	None
Progressive alveolar ridge hypertropy	None
Increasing size of gum ridge	None
Progressive hypertrophy of alveolar process of jaw	None
Increasing overgrowth of gum ridge	None
Unilateral alveolar cleft of maxilla	None
Keratoconjunctivitis sicca	None
Dry eye syndrome	None
Keratitis sicca	None
Dry eyes	None
Xerophthalmia	None
Abnormality of lower eyelashes	None
Neoplasm of the tongue	None
Scanty eyelashes	None
Hypotrichosis of eyelashes	None
Sparse eyelashes	None
Scant eyelashes	None
Partial absence of eyelashes	None
Thin eyelashes	None
Cleft lower lip	None
Cleft of the lower lip	None
Lower labial cleft	None
Palatal angioectasia	None
Palatal telangiectasia	None
Telangiectasia of the roof of the mouth	None
Palate telangiectases	None
Palate telangiectasia	None
Spider veins of the roof of the mouth	None
Palatal spider veins	None
Palate teleangiectases	None
Abnormal buccal mucosa morphology	None
Abnormality of inside lining of cheek	None
Abnormality of buccal mucosa	None
Abnormality of cheek mucosa	None
Central sinus of philtrum	None
Philtrum, Midline Sinus	None
Midline sinus of philtrum	None
Myeloid leukemia	None
Myeloid leukaemia	None
Decreased basophil count	None
Oligoclonal elevation of circulating IgA	None
HbS hemoglobin	None
HbS haemoglobin	None
Monoclonal elevation of intact IgG	None
Superficial thrombophlebitis	None
Absent microvilli on the surface of peripheral blood lymphocytes	None
Ovalocytosis	None
Hereditary elliptocytosis	None
Ovalocytes	None
Elliptocyte	None
Elliptocytosis	None
Hypoplastic anemia	None
Hypoplastic anaemia	None
Abnormal B cell subset distribution	None
Abnormal platelet shape	None
Increased anti-fungus IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Increased anti-fungi IgE antibody level	None
Paradoxical embolism	None
Lymphoma	None
Cancer of lymphatic system	None
Increased anti-galactose-alpha-1, 3 galactose IgE antibody level	None
Increased anti-alpha-gal IgE antibody level	None
Chronic decreased cirulating IgG2	None
Chronic decreased IgG2 in blood	None
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Abnormal basophil count	None
Intermittent thrombocytopenia	None
Increased haemoglobin	None
Increased hemoglobin	None
Increased Hb	None
Increased IgG level	None
Increased total IgG in blood	None
Increased circulating IgG level	None
Increased levels of IgG	None
Abnormal circulating IgE level	None
Abnormal IgE level in blood	None
Malignant eosinophil proliferation	None
High blood eosinophil count	None
Eosinophilia	None
Increased proportion of non-class-switched memory B cells	None
Increased proportion of unswitched memory B cells	None
Elevated proportion of unswitched memory B cells	None
Abnormal number of alpha granules	None
Antigen-specific T cell proliferation defect	None
Reduced antigen-specific T cell proliferation	None
Impaired cellular adaptive immune response	None
Impaired Ag-specific T cell proliferation	None
Impaired activated T cell proliferation	None
Absent natural killer cells	None
Absent NK cells	None
Monoclonal elevation of IgG	None
Palpable purpura	None
Abnormal lymphocyte physiology	None
Increased red blood cell mass	None
Increased RBC mass	None
Increased proportion of effector memory CD8-positive, alpha-beta T cells, terminally differentiated	None
Increased proportion of CD8-positive, alpha-beta TEMRA T cells	None
T-cell lymphoma/leukemia	None
Coagulopathy	None
Abnormality of the coagulation cascade	None
Poikilocytosis	None
Defective T cell proliferation	None
Excessive bleeding from superficial cuts	None
Low platelet count	None
Thrombocytopenia	None
Abnormal level of natural antibody to blood group agents	None
Abnormal isohemagglutinin level	None
Abnormal natural antibody level to blood group antigens in blood (isohemagglutinin)	None
Postcoital vaginal bleeding	None
Bleeding after sex	None
Congenital hypoplastic anaemia	None
Congenital hypoplastic anemia	None
Congenital dyserythropoietic anaemia	None
Congenital dyserythropoietic anemia	None
Increased RBC distribution width	None
Increased red blood cell distribution width	None
Abnormality of prothrombin	None
Decreased PT	None
Decreased international normalised ratio	None
Decreased prothrombin time	None
Decreased INR	None
Decreased international normalized ratio	None
Persistence of HbF	None
Increased haemoglobin F	None
Persistence of hemoglobin F	None
Persistence of haemoglobin F	None
Increased hemoglobin F	None
Increased anti-house dust mite IgE antibody level	None
Increased anti-house dust IgE antibody level	None
Increased level of anti-house dust IgE antibody	None
Abnormal proportion of unswitched memory B cells	None
Abnormal proportion of non-class-switched memory B cells	None
Bleeding from the eye	None
Haemorrhage of the eye	None
Hemorrhage of the eye	None
Plasmacytoma	None
Monoclonal elevation of circulating IgA	None
Cutaneous T-cell lymphoma	None
Recurrent intrapulmonary hemorrhage	None
Recurrent pulmonary haemorrhage	None
Recurrent intrapulmonary haemorrhage	None
Recurrent pulmonary hemorrhage	None
Recurrent bleeding into lungs	None
Reduced CD95-induced lymphocyte apoptosis	None
Abnormal CD4+CD25+ Treg cell proportion	None
Abnormal CD4+CD25+ regulatory T cell proportion	None
Leukocyte inclusion bodies	None
Inclusion bodies in leukocytes	None
Dohle-like leukocyte inclusion bodies	None
Intraretinal haemorrhage	None
Intraretinal hemorrhage	None
Decreased proportion of immature B cells	None
Decreased proportion of CD19+/CD21low B cells	None
Oligoclonal elevation of circulating IgE	None
Retinal haemorrhages	None
Retinal hemorrhage	None
Retinal hemorrhages	None
Retinal haemorrhage	None
Retinal bleeding	None
Abnormal granulocyte count	None
Heinz bodies	None
Impaired annexin V binding to platelet phosphatidylserine	None
Internal haemorrhage	None
Internal bleeding	None
Internal hemorrhage	None
Chronic decreased IgM in blood	None
Chronic decreased circulating IgD	None
Abnormal lymphocyte apoptosis	None
Prolonged partial thromboplastin time	None
Abnormal partial thromboplastin time	None
Prolonged activated partial thromboplastin time	None
Delayed thromboplastin generation	None
Partial thromboplastin time prolonged	None
Prolonged PTT	None
Episodic hemolytic anaemia	None
Episodic hemolysis	None
Episodic hemolytic anemia	None
Refractory anaemia with ringed sideroblasts	None
Myelodysplasia with sideroblastosis	None
Refractory anemia with ringed sideroblasts	None
Decreased platelet alpha-2A-adrenergic receptor	None
Abnormal T-cell activation	None
Abnormal T-lymphocyte activation	None
Abnormal T cell activation	None
Abnormal T lymphocyte activation	None
Absent neutrophil specific granules	None
Thrombasthenia	None
Abnormality of thrombocytes	None
Platelet abnormalities	None
Blood platelet disease	None
Abnormal number of B cells	None
Abnormal numbers of B cells	None
Abnormal B cell count	None
Abnormality of B cell numbers	None
Abnormality of B cell count	None
Granulocytosis	None
Increased proportion of central memory CD4-positive, alpha-beta T cells	None
Increased proportion of CD4+ central memory cells	None
Elevated proportion central memory CD4-positive, alpha-beta T cells	None
Increased proportion of central memory CD4+, alpha-beta T cell	None
Elevated proportion of CD4+ central memory cells	None
Episodic eosinophilia	None
Atypical elliptocytosis	None
Chronic myeloid leukaemia	None
Chronic myelogenous leukemia	None
Chronic myelocytic leukemia	None
Chronic myelogenous leukaemia	None
Chronic myelocytic leukaemia	None
Chronic myeloid leukemia	None
Pulmonary hemorrhage	None
Intrapulmonary haemorrhage	None
Pulmonary haemorrhage	None
Intrapulmonary hemorrhage	None
Impaired epinephrine-induced platelet aggregation	None
Elevated CD4-positive, CD25-positive regulatory T cell count	None
Heinz body anemia	None
Heinz body anaemia	None
Abnormal L-selectin shedding	None
Abnormal circulating IgD level	None
Abnormal IgD level in blood	None
Reduced factor VIII activity	None
Factor VIII deficiency	None
Abnormal lymphocytes	None
Abnormal lymphocyte morphology	None
Abnormality of cells of the lymphoid lineage	None
Abnormal distribution of CD56 bright/dim natural killer cells	None
Abnormal distribution of CD56 bright/dim NK cells	None
Disseminated intravascular coagulation	None
Acute myelogenous leukemia	None
Acute myelogenous leukaemia	None
Acute myelocytic leukemia	None
Acute myeloid leukemia	None
Acute myeloblastic leukemia	None
Acute myeloblastic leukaemia	None
Acute myelocytic leukaemia	None
AML	None
Acute myeloid leukaemia	None
Abnormal CD25 upregulation upon TCR activation	None
Increased anti-egg IgE antibody level	None
Impaired T cell function	None
T-cell dysfunction	None
Recurrent phlebitis	None
Recurrent thrombosis	None
Recurrent thrombophlebitis	None
Increased red cell fragility	None
Increased red cell osmotic fragility	None
Increased erythrocyte osmotic fragility	None
Bone marrow smear shows erythroid hyperplasia	None
Erythroid hyperplasia	None
Bone marrow biopsy shows erythroid hyperplasia	None
Increased proportion of immature B cells	None
Increased proportion of CD19+/CD21low B cells	None
Hypercoagulability	None
Thrombophilia	None
Blood hyperviscosity	None
Increased proportion of CD8-positive, alpha-beta memory T cells	None
Chronic partially decreased IgG1 in blood	None
Chronic partially decreased circulating IgG1	None
Neutrophil migratory defect	None
Impaired neutrophil chemotaxis	None
Vacuolated blood lymphocytes	None
Vacuolated lymphocytes	None
Enlarged lysosomal vacuoles in lymphocytes	None
Abnormal alpha-beta T cell morphology	None
Absence of CD8+ T cells	None
Absence of CD8-positive T cells	None
Prolonged Russell's viper venom time	None
Dot-and-blot retinal hemorrhage	None
Round retinal heme	None
