Abnormality of body height	HP:0000002
Susceptibility to respiratory infections	None
respiratory infections, recurrent	None
Frequent respiratory infections	None
Recurrent respiratory infections	None
Reduced circulating interleukin 10 concentration	None
Serositis	None
Allergy to house dust mites	None
Immunoglobulin E-mediated house dust mite allergy	None
House dust mite allergy	None
IgE-mediated house dust mite allergy	None
Anti-mitochondrial M2 antibody positivity	None
AMA-M2 positive	None
Anti-pyruvate dehydrogenase antibody positivity	None
Abnormality of T cells	None
Defective cellular immunity	None
Abnormal T cells	None
Abnormal T cell morphology	None
Cellular immune defect	None
Increased number of lymph nodes	None
Increased immunoglobulin level in body fluid	None
Anti-GABAA R antibody	None
Anti-GABA(A)R antibody	None
Anti-gamma amino butyric acid type A receptors antibody	None
Increased anti-animal protein IgE antibody level	None
Increased level of anti-animal protein IgE antibody	None
Recurrent herpes	None
Susceptibility to herpesvirus	None
Recurrent neisseria infections	None
Episodes of neisserial infection	None
Recurrent Neisserial infections	None
Anti-desmoplakin II antibody positivity	None
Abnormality of T cell physiology	None
Contact dermatitis	None
Inverted CD4/CD8 ratio	None
Decreased CD4:CD8 ratio	None
Inverted CD4:CD8 ratio	None
Anti-H3 antibody positivity	None
Autoimmune antibody positivity	None
Cerebral granulomatosis	None
Thymic hyperplasia	None
Thymus hyperplasia	None
Enlarged thymus	None
Absent specific antibody response	None
Abnormal lymphocyte surface marker expression	None
Neutrophil inclusion bodies	None
Decreased proportion of CD4-positive, alpha-beta memory T cells	None
Decreased inflammatory response	None
Decreased proportion of gamma-delta T-cells	None
Decreased proportion of gamma-delta T-lymphocytes	None
Decreased proportion of gammadelta T cells	None
Decreased proportion of gamma-delta T lymphocytes	None
Reduced proportion of gamma-delta T cells	None
Decreased proportion of gamma-delta T cells	None
Abnormal proportion of CD4+CD29+ cells	None
Abnormal proportion of memory T cells	None
Increased proportion of naive B cells	None
Absence of memory B cells	None
Boil	None
Furuncle	None
Abnormal double-negative alpha-beta regulatory T cell distribution	None
Abnormal CD4-negative, CD8-negative, alpha-beta regulatory T cell distribution	None
Abnormal proportion of double-negative alpha-beta regulatory T cell	None
Abnormal Double negative Treg distribution	None
Abnormal DN Treg distribution	None
Recurrent Aspergillus infections	None
Aspergillus infections, recurrent	None
Leukaemia	None
Leukemia	None
Blood cancer	None
Pulmonary TB	None
Pulmonary tuberculosis	None
Anti-RuvBL1/2 antibody positivity	None
Decreased specific antibody response to vaccination	None
Recurrent Serratia marcescens infections	None
Nongranulomatous uveitis	None
Anti-PSP antibody positivity	None
Anti-parotid secretory protein antibody positivity	None
Waldenstrom macroglobulinemia	None
Monoclonal immunoglobulin M proteinemia	None
Partial absence of specific antibody response to meningococcus vaccine	None
Decreased thymic hormone	None
Thymic hormone decreased	None
Increased proportion of naive CD4 T cells	None
Increased proportion of CD4+CD45RA+ cells	None
Increased proportion of naive thymus-derived CD4-positive, alpha-beta T cells	None
Elevated proportion of naive CD4 T cells	None
Absent peripheral lymph nodes in presence of infection	None
Negative nitroblue tetrazolium reduction test	None
Negative NBT reduction test	None
Impaired oxidative burst	None
Anti-envoplakin antibody positivity	None
IgE-mediated plant based food allergen allergy	None
Allergy to plant based food allergens	None
Plant based food allergy	None
Immunoglobulin E-mediated plant based food allergen allergy	None
Anti-P/Q-type VGCC antibody positivity	None
Anti-P/Q-type voltage-gated calcium-channel antibody	None
Anti-laminin 332 antibody positivity	None
Anti-laminin 5 antibody positivity	None
Defective B cell differentiation	None
Increased circulating IgG2 level	None
Unusual viral infection	None
Anti-SAE 2 antibody positivity	None
Anti-SUMO-activating enzyme subunit 2 antibody positivity	None
Abnormal circulating interleukin 23 concentration	None
Vulvovaginitis	None
Vaginitis	None
Red scaly skin caused by inflammatory skin disease	None
Generalised erythrodermia	None
Generalized erythrodermia	None
Exfoliative dermititis	None
Generalised erythroderma	None
Erythroderma	None
Generalized erythroderma	None
Increased proportion of immature B cells	None
Increased proportion of CD19+/CD21low B cells	None
Decreased proportion of CD4-positive effector memory T cells	None
Reduced proportion of CD4+ effector memory T cells	None
Decreased proportion of CD4+ effector memory T cells	None
Decreased proportion of effector memory CD4-positive, alpha-beta T cells	None
Bronchiolitis	None
Granulomatosis	None
Decreased circulating IgG3 level	None
Decreased IgG3 level in blood	None
Anti-immunoglobulin-like cell adhesion molecule 5 antibody	None
Anti-Iglon5 antibody	None
Generalized seborrheic dermatitis	None
Generalised seborrheic dermatitis	None
Generalized seborrheic eczema	None
Generalised seborrheic eczema	None
Abnormal monocyte morphology	None
Inguinal abscess	None
Groin abscess	None
Abnormality of serum cytokine level	None
Anti-insulin antibody positivity	None
IAA positivity	None
Insulin autoantibodies	None
Abnormal proportion of exhausted T cells	None
Monoclonal elevation of IgG	None
Intestinal lymphangiectasia	None
Abnormal immune system morphology	None
Complete or near-complete absence of specific antibody response to meningococcus vaccine	None
Increased proportion of CD4-positive, alpha-beta memory T cells	None
Neutrophilic infiltration of the skin	None
Recurrent bronchiolitis	None
Enteroviral dermatomyositis syndrome	None
Severe infection	None
Unusual course of infection	None
GI inflammation	None
Gastrointestinal inflammation	None
Recurrent upper respiratory infections	None
Recurrent upper respiratory and lower respiratory infections	None
Upper respiratory tract infections, recurrent	None
Frequent upper respiratory tract infections	None
Recurrent upper respiratory infection	None
Recurrent URI	None
Recurrent colds	None
Frequent upper respiratory infections	None
Upper respiratory tract infections	None
Recurrent upper respiratory tract infections	None
Anti-PLA2R antibody positivity	None
Anti-phospholipase A2 receptor antibody positivity	None
Abnormal circulating IgD level	None
Abnormal IgD level in blood	None
Recurrent Staphylococcus aureus infections	None
Staphylococcus aureus infections, recurrent	None
Anti-Metabotropic Glutamate Receptor Type 5 antibody	None
Anti-mGluR5 antibody	None
inheres in part of	None
inheres in	None
part of	None
Anti-Kv1.4 antibody	None
Osteomyelitis	None
Bone infection	None
Post-vaccination rotavirus infection	None
Anorectal abscess	None
Recurrent episodes of otitis media	None
Multiple episodes of otitis media	None
Susceptibility to otitis media	None
Recurrent otitis media	None
Otitis media, recurrent	None
Recurrent middle ear infection	None
Frequent otitis media	None
Anti-class II HLA antibody positivity	None
Insect allergy	None
IgE-mediated insect allergy	None
Allergy to insects	None
Immunoglobulin E-mediated insect allergy	None
Anti-Mi2 antibody positivity	None
Increased circulating interleukin 12 concentration	None
IL-12 high in blood	None
Sea-blue histiocytosis	None
Sea-blue histiocyte	None
Pseudo-chilblain	None
Chilblain-like lesion	None
Unusual infection by anatomical site	None
Decreased serum complement C6	None
Anti-GT1a IgG antibody positivity	None
Dermatitis, Atopic	None
Atopic dermatitis	None
Baby eczema	None
Atopic dermatitis, chronic	None
Humoral immunodeficiency	None
Increased circulating myelocyte count	None
CNS vasculitis with reactivation of varicella-zoster virus	None
Anti-pituitary antibody positivity	None
Anti-KLHL-12 antibody positivity	None
Anti-Kelch like protein 12 antibody positivity	None
Dysfunctional alternative complement pathway	None
infections, recurrent	None
Increased frequency of infection	None
Predisposition to infections	None
Frequent infections	None
Recurrent infections	None
Susceptibility to infection	None
Frequent, severe infections	None
Gross hematuria	None
Bloody urine	None
Macroscopic hematuria	None
Coiled sperm flagella	None
Abnormal medullary peritubular capillary morphology	None
Tubulointerstitial bacterial infiltration	None
Renal tubulointerstitial bacterial organisms	None
Class VI lupus nephritis	None
Advanced sclerotic lupus nephritis	None
Twisted vestigial remnant of the Muellerian duct	None
Torsion of appendix of testis	None
Ovarian sex cord-stromal tumor	None
Ovarian sex cord-stromal tumour	None
Abnormality of the uterus	None
Uterine abnormalities	None
Uterine malformations	None
Underdeveloped bladder	None
Hypoplasia of the bladder	None
Hypoplastic bladder	None
Decreased urine output	None
Thickened glomerular basement membrane	None
Cholesterol emboli within arcuate vein lumen	None
Arcuate vein lumen cholesterol emboli	None
Increased urinary 3-methylhistidine	None
3-Methylhistidinuria	None
Abnormal female reproductive system physiology	None
Abnormal female genital system physiology	None
Premature menopause	None
Primary ovarian insufficiency	None
Early menopause	None
Menopause praecox	None
Hypergonadotropic amenorrhea	None
Premature ovarian insufficiency	None
Climacterium praecox	None
Premature ovarian failure	None
Abnormality of the renal tubule	None
Morphologic abnormality of the renal tubules	None
Abnormal renal tubule morphology	None
Podocyte microvillous transformation	None
Blind vagina	None
Blind-ended vagina	None
Uterus didelphys	None
Double uterus	None
Prominent perineal raphe	None
Prominent scrotal raphe	None
Persistent urachus	None
Patent urachus	None
Decreased function of male gonad	None
Male hypogonadism	None
Amyloidosis within renal arteriolar intima/media	None
Renal arteriole intima/media amyloidosis	None
Stage 4 chronic kidney disease	None
Serinuria	None
Vulval varicose vein	None
Calcium oxalate crystalluria	None
Uric acid urolithiasis independent of gout	None
Renal arteriole intima/media liquefactive necrosis	None
Liquefactive necrosis of the renal arteriolar intima/media	None
Detrusor sphincter dyssynergia	None
Ventral shortening of foreskin	None
Increased level of 3-hydroxy-3-methylglutaric acid in urine	None
Male pseudohermaphroditism	None
Vaginal adenosis	None
Increased urinary hypoxanthine	None
Ureteral hypoplasia	None
Ureter hypoplasia	None
Hypoplasia of the ureter	None
Small amount of blood in urine	None
Microscopic hematuria	None
Microhematuria	None
Occult hematuria	None
Tubulointerstitial viral infiltration	None
Renal tubulointerstitial viral inclusions	None
Abnormal renal resorption	None
Abnormal renal tubular resorption	None
Abnormality of renal resorption	None
Bladder trabeculation	None
Trabecular bladder	None
Urethral sphincter sclerosis	None
Reduced urinary inosine level	None
Decreased urinary catecholamine concentration	None
Tubular basement membrane disintegration	None
Disintegration of the tubular basement membrane	None
Fossa navicularis urethral stricture	None
Renal amyloidosis	None
Abnormal kidney morphology	None
Kidney malformation	None
Structural kidney abnormalities	None
Structural anomalies of the renal tract	None
Abnormally shaped kidney	None
Structural renal anomalies	None
Renal malformation	None
Abnormal renal morphology	None
Kidney structure issue	None
Elevated urinary 3-hydroxybutyric acid	None
Abnormal glomerular mesangial matrix morphology	None
Hyperchloriduria	None
Increased urinary chloride	None
Torsion of the penis	None
Renal tubular epithelial lipofuscin	None
Glomerular hyaline subepithelial deposits	None
Urachus fistula	None
Small testes	None
Small testis	None
Decreased testicular size	None
Testicular hypoplasia	None
Hypoplastic testes	None
Elevated urinary monocarboxylic acid level	None
Absent/small vagina	None
Aplasia/Hypoplasia of the vagina	None
Absent/underdeveloped vagina	None
Renal tubular defect	None
Abnormal function of filtrating structures in kidney	None
Renal tubular dysfunction	None
Renal tubular disease	None
Glomerular subepithelial immune-complex deposits	None
Perineal fistula	None
Dysgerminoma	None
