Pneumomediastinum	HP:0025421
Advanced sclerotic lupus nephritis	None
Molluscum contagiosum	None
Abnormal basophil morphology	None
Abnormality of basophils	None
Acute hepatitis	None
Acute liver inflammation	None
Chronic liver inflammation	None
Chronic hepatitis	None
Abnormal size of nasopharyngeal adenoids	None
Adenoiditis	None
Decreased CD69 upregulation upon TCR activation	None
Low lymphocyte number	None
Lymphocytopenia	None
Absolute lymphocyte count decrease	None
Lymphopenia	None
Decreased blood lymphocyte number	None
Chronic irritative conjunctivitis	None
Methicillin-resistant Staphylococcus aureus infection	None
MRSA infection	None
Enteroviral hepatitis	None
Abnormal leukocyte physiology	None
Bronchitis, recurrent	None
Recurrent bronchitis	None
IgE-mediated animal protein allergy	None
Allergy to animal proteins	None
Animal protein allergy	None
Immunoglobulin E-mediated animal protein allergy	None
Reduced circulating interleukin 23 concentration	None
Oligoclonal elevation of circulating IgM	None
Immunoglobulin E-mediated feather allergy	None
Feather allergy	None
Allergy to feathers	None
IgE-mediated feather allergy	None
Anti-carbonic anhydrase II antibody positivity	None
Punctate keratitis	None
Abnormal circulating IgM level	None
Abnormal IgM level in blood	None
Lupus anticoagulant	None
Abnormality of cachectin secretion	None
Abnormality of tumor necrosis factor secretion	None
Abnormality of cachexin secretion	None
Abnormality of tumour necrosis factor secretion	None
Animal dander allergy	None
Immunoglobulin E-mediated animal dander allergy	None
Allergy to animal dander	None
IgE-mediated animal dander allergy	None
Recurrent protozoan infections	None
Complete or near-complete absence of specific antibody response to meningococcus vaccine	None
Decreased total hemolytic complement activity	None
Prolonged need of intravenous antibiotic therapy	None
Unusual viral infection	None
Anti-threonyl-tRNA synthetase antibody positivity	None
Anti-PL-7 antibody positivity	None
Minimal mesangial lupus nephritis	None
Class I lupus nephritis	None
Pyelonephritis	None
Abnormality of complement system	None
Increased level of anti-drug IgE antibody	None
Increased anti-drug IgE antibody level	None
Anti-Yo antibody positivity	None
Anti-Purkinje cell cytoplasmic antibody 1	None
Anti-Su antibody positivity	None
Anti-Su antigen/argonaute 2 antibody positivity	None
Anti-Ago2 antibody positivity	None
Decreased proportion of CD4+CD25+ regulatory T cells	None
Reduced proportion of CD4+CD25+ regulatory T cells	None
Decreased proportion of CD4+CD25+ Treg cells	None
Anti-AK5 antibody positivity	None
Anti-side-chain cleavage enzyme antibody positivity	None
Anti-P450scc	None
Anti-type VII collagen antibody	None
Increased number of CD4-/CD8- T cells expressing alpha/beta T-cell receptors	None
Elevated proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	None
Anti-phosphatidyl ethanolamine antibody positivity	None
Anti-SAE 2 antibody positivity	None
Anti-SUMO-activating enzyme subunit 2 antibody positivity	None
Anti-SRP antibody positivity	None
Anti-signal recognition particle antibody positivity	None
High blood monocyte number	None
Monocytosis	None
Eosinophilic infiltration of the esophagus	None
Eosinophilic esophagitis	None
Eosinophilic infiltration of the oesophagus	None
Humoral immunodeficiency	None
Abnormality of the tonsils	None
Pneumonia	None
Histiocytosis	None
Abnormal proportion of CD4+CD29+ cells	None
Abnormal proportion of memory T cells	None
Complete or near-complete absence of isohemagglutinins	None
Absent isohemagglutinin level	None
Absent natural antibody to blood group agents	None
A severe pyogenic infection of the epidural space	None
Spinal epidural abscess	None
Increased serum interleukin-8	None
Increased serum interleukin 8	None
Increased circulating interleukin 8 concentration	None
Increased serum IL-8	None
Medullary peritubular capillary lumen organized thrombi	None
Organized thrombi within the medullary peritubular capillary lumen	None
Increased urinary glycerol	None
Endoarterial hypercellularity within arcuate artery consisting of neutrophils	None
Arcuate artery endoarterial neutrophil hypercellularity	None
Rectovaginal fistula	None
Abnormal connection between rectum and vagina	None
Ca2+ kidney stone	None
Calcium nephrolithiasis	None
Calcium kidney stone	None
Ca2+ nephrolithiasis	None
Ca kidney stone	None
Ca nephrolithiasis	None
Hypermagnesiuria	None
Arcuate artery intima/media amyloidosis	None
Amyloidosis within arcuate arterial intima/media	None
Glomerular hyaline subepithelial deposits	None
Decreased scrotal rugation	None
Arcuate artery intraluminal thrombi	None
Intraluminal thrombi within arcuate arterial lumen	None
Organized thrombi within arcuate arterial lumen	None
Arcuate artery lumen organized thrombi	None
Alpha-aminoadipic aciduria	None
2-aminoadipic aciduria	None
Abnormality of the testis size	None
Distal urethral duplication	None
Congenital absence of the vas deferens	None
Absent deferent duct	None
Absent ductus deferens	None
Absent vas deferens	None
Cystic ovaries	None
Ovarian cystic abnormality	None
Cystic abnormalities of the ovaries	None
Ovarian cyst	None
Perinephritis	None
Neoplasia of the ureters	None
Neoplasm of the ureter	None
ureter, cancer of	None
Glomerular hyalinosis away from the vascular and tubular poles	None
Condensed chromatin of renal tubular epithelial cells	None
Hyperchromasia of renal tubular epithelial cells	None
Urinary electrolyte imbalance	None
Abnormal urinary electrolyte concentration	None
Decreased libido	None
Decreased renal tubular phosphate excretion	None
Medial atrophy within interlobular arteries	None
Interlobular artery medial atrophy	None
Cortical radial artery medial atrophy	None
Abnormal urinary copper concentration	None
Increased urine asparagine level	None
Increased level of asparagine in urine	None
Asparaginuria	None
Detrusor sphincter dyssynergia	None
Malignant ovarian granulosa cell tumour	None
Malignant ovarian granulosa cell tumor	None
Double vagina	None
Septate vagina	None
Renal tubule cyst	None
Renal tubular cyst	None
Rectovestibular fistula	None
Vestibular fistula	None
Granulomatous arteritis within arcuate arterial intima/media	None
Arcuate artery intima/media granulomatous arteriitis	None
Clear cell adenocarcinoma of the vagina	None
Vaginal clear cell adenocarcinoma	None
Gonadal neoplasm	None
Gonadal neoplasia	None
Hydroureter	None
Wide ureter	None
Swelling of ureter	None
Ureteral dilatation	None
Uroureter	None
Megaureter	None
Dilated ureter	None
Abnormality of bladder morphology	None
Menometrorrhagia	None
Urethral atresia, female	None
High urine arginine levels	None
Argininuria	None
Renal interstitial necrotizing granulomata	None
Renal interstitial necrotizing granulomas	None
Double urinary collecting systems on intravenous pyelography	None
Duplicated renal collecting system	None
Duplex collecting system	None
Double collecting system	None
Duplicated collecting system	None
Perinephric abscess	None
Infantile hydrocele	None
Abnormal glomerular basement membrane morphology	None
Segmentally thickened glomerular basement membrane	None
Anoperineal fistula	None
Perianal fistula	None
Vaginal atresia	None
Abnormally closed or absent vagina	None
Epispadias	None
Elevated urinary collagen degradation products	None
Podocyte microvillous transformation	None
Abnormal renal medulla morphology	None
Abnormality of the renal medulla	None
Endometriosis	None
Increased valine in urine	None
Valinuria	None
Hypoplastic clitoris	None
Underdeveloped clit	None
Clitoral hypoplasia	None
Small clitoris	None
Displacement of the urethral meatus	None
Displacement of the male external urethral orifice	None
Displacement of the external urethral orifice	None
Medullary cystic disease	None
Medullary sponge kidney disease	None
Multiple small medullary renal cysts	None
Small kidney on one side	None
Underdeveloped kidney on one side	None
Unilateral renal hypoplasia	None
Monorchidism	None
Monorchism	None
Enlargement of the labia	None
Enlargement of the vaginal lips	None
Enlarged vaginal lips	None
Labial hypertrophy	None
Blue urine	None
Leucinuria	None
Renal adysplasia	None
Dysplastic kidneys	None
Renal dysplasia	None
Reduced ration of kidney calcium clearance to creatinine clearance	None
Reduced ration of renal Ca clearance to creatinine clearance	None
Reduced ratio of renal calcium clearance to creatinine clearance	None
Reduced ration of renal Ca2+ to creatinine clearance	None
Increased level of xylitol in urine	None
Nephroblastomatosis	None
Decreased urine bicarbonate concentration	None
Decreased urine HCO3 concentration	None
Abnormal intrarenal vein morphology	None
Abnormal renal calyx morphology	None
Abnormality of renal calyx morphology	None
Increased level of L-pyroglutamic acid in urine	None
Increased level of 5-oxo-L-proline in urine	None
Elevated urine 5-oxoproline	None
Polycystic kidney disease	None
Enlarged polycystic kidneys	None
Polycystic kidneys	None
Polycystic kidney dysplasia	None
Anuria	None
Absent urine output	None
Germ cell neoplasia	None
Vaginal pyocele	None
Fallopian tube carcinoma	None
IgA deposition in the glomerulus	None
IgA nephropathy	None
Aplasia/Hypoplasia of the ovary	None
Absent/small ovary	None
Absent/underdeveloped ovary	None
Vesicovaginal fistula	None
Uric acid crystalluria	None
Trophoblastic tumor	None
Trophoblastic tumour	None
Renal cortical adenoma	None
Kidney cortical adenoma	None
Female anorgasmia	None
Female orgasmic disorder	None
Renal arteriole intima/media coagulative necrosis	None
Angiomyolipoma	None
Renal angiomyolipoma	None
Kidney angiomyolipoma	None
Ureteral duplication	None
Double ureter	None
Partial vaginal septum	None
Organic aciduria	None
Mesangial matrix expansion	None
Increased glomerular mesangial matrix	None
Increased urinary copper concentration	None
Renal tubular epithelial cell sloughing	None
Periglomerular fibrotic thickening	None
Periglomerular fibrosis	None
Fibrillar glomerular subepithelial deposits	None
Aplasia of the fallopian tube	None
Renal artery aneurysm	None
Chordee	None
Aplasia of the lower vagina	None
Absent lower vagina	None
Agenesis of the lower vagina	None
Capsular hyaline drops within Bowman's capsule	None
Bowman capsular hyaline drops	None
Glomerular capillary wire loop deposits	None
Stage 1 chronic kidney disease	None
Small testes	None
Small testis	None
Decreased testicular size	None
Testicular hypoplasia	None
Hypoplastic testes	None
Increased urinary taurine	None
Tubulointerstitial microganismal infiltration	None
Atretic vas deferens	None
Atresia of the vas deferens	None
Vas deferens atresia	None
Urinary xanthine stones	None
Xanthine nephrolithiasis	None
Xanthine stones	None
Abnormal gametogenesis	None
Infertility	None
Anejaculation	None
Ejaculatory incompetence	None
Bladder incontinence	None
Urinary incontinence	None
Loss of bladder control	None
Abnormal male urethral meatus morphology	None
Painful or difficult urination	None
Dysuria	None
Dull burning sensation with urination	None
Nephromegaly	None
Large kidney	None
Large kidneys	None
Enlarged kidney	None
Renal enlargement	None
Sphincter disturbances	None
Urinary bladder sphincter dysfunction	None
Sphincter disturbance	None
Elevated alkaline phosphatase of renal origin	None
Elevated ALP of renal origin	None
Absent epididymides	None
Epididymides absent	None
Absent epididymidis	None
Pretesticular azoospermia	None
Albuminuria	None
T-shaped uterus	None
Impaired renal tubular reabsorption of magnesium	None
Impaired renal tubular reabsorption of glucose	None
Abnormal sperm axoneme morphology	None
Vaginal varicocele	None
Varicocele	None
Urinary bladder inflammation	None
Cystitis of the urinary bladder	None
Hypospadia	None
Hypospadias	None
Abnormal morphology of Bowman's capsule	None
Abnormal Bowman capsule morphology	None
Abnormal morphology of Bowman capsule	None
Abnormal renal glomerular capsule morphology	None
Dilatation of the renal pelvis	None
Renal Fanconi syndrome	None
Renal tubular fanconi syndrome	None
De toni-fanconi-debre syndrome	None
Prominent perineal raphe	None
Prominent scrotal raphe	None
Testicular mass	None
Papillary renal cell carcinoma type 2	None
Cloacal abnormality	None
Fused labia majora	None
Ovarian fibroma	None
Renal bicarbonate wasting	None
Bicarbonate-wasting renal tubular acidosis	None
HCO3-wasting renal tubular acidosis	None
Prostate neoplasm	None
Glomerular visceral epithelial cell hypertrophy	None
Hypertrophy of visceral epithelial cells	None
