Abnormality of taste sensation	HP:0000223
spasm; muscle	HP:0002487
[D]Spasms (situation)	HP:0002487
Spasm, muscle(s)	HP:0002487
Myospasm	HP:0002487
Muscle Spasm	HP:0002487
Behavior hyperactive	HP:0002487
Spasm [Disease/Finding]	HP:0002487
Spasm	HP:0002487
Hyperactivity, Motor	HP:0002487
Muscle Spasms	HP:0002487
Muscle Spasm(s)	HP:0002487
Hyperactivity <1>	HP:0002487
muscle spasm	HP:0002487
hyperactivity	HP:0002487
Spasms	HP:0002487
Hyperactivity	HP:0002487
Muscle spasm	HP:0002487
muscle; spasm	HP:0002487
muscle spasms (symptom)	HP:0002487
Spasms, Muscular	HP:0002487
spasm	HP:0002487
Hyperactive behaviour	HP:0002487
Spasm, Muscular	HP:0002487
Behaviour hyperactive	HP:0002487
Spasm, Muscle	HP:0002487
Spasms [D] (situation)	HP:0002487
[D]Spasms (context-dependent category)	HP:0002487
increase tone of facial muscle	HP:0002491
increased tone of facial muscles	HP:0002491
spasticity of facial muscles	HP:0002491
increased stiffness of facial muscles	HP:0002491
spasticity of facial muscle	HP:0002491
spasticity of the facial muscles	HP:0002491
spasticity of the facial muscle	HP:0002491
increased stiffness of facial muscle	HP:0002491
abnormal neuron shape	HP:0012757
abnormal neuron morphology	HP:0012757
abnormal neuronal morphology	HP:0012757
low valine levels in cerebrospinal fluid	HP:0500188
decrease csf valine concentration	HP:0500188
low valine level in cerebrospinal fluid	HP:0500188
decreased csf valine concentration	HP:0500188
periventricular white matter hypodensities	HP:0012794
periventricular cerebral white matter hypodensities	HP:0012794
palilalia	HP:0031814
Neurenteric Cysts	HP:0030725
Neuroenteric Cyst	HP:0030725
neurenteric cyst	HP:0030725
Cysts, Neuroenteric	HP:0030725
Neuroenteric Cysts	HP:0030725
Neural Tube Defects	HP:0030725
Cyst, Neurenteric	HP:0030725
Neuroenteric cyst (disorder)	HP:0030725
Cyst, Neuroenteric	HP:0030725
Neuroenteric cyst	HP:0030725
Neurenteric Cyst	HP:0030725
Cysts, Neurenteric	HP:0030725
unfavorable response of muscle weakness to acetylcholine esterase inhibitors	HP:0030203
unfavorable response of muscle weakness to acetylcholine esterase inhibitor	HP:0030203
unfavourable response of muscle weakness to acetylcholine esterase inhibitors	HP:0030203
unfavourable response of muscle weakness to acetylcholine esterase inhibitor	HP:0030203
hydrophobia	HP:0032505
posterior communicating artery aneurysm	HP:0031773
posterior communicate artery aneurysm	HP:0031773
glycine low in csf	HP:0034390
decrease csf glycine concentration	HP:0034390
decreased csf glycine concentration	HP:0034390
mononeuritis multiplex	HP:0032018
multiple mononeuropathy	HP:0032018
Meningioma of Spinal Cord	HP:0100010
spinal meningioma	HP:0100010
Meningioma	HP:0100010
Meningioma, Spinal	HP:0100010
Meningiomas, Spinal	HP:0100010
Spinal Meningioma	HP:0100010
Meningioma of the Spinal Cord	HP:0100010
Spinal Cord Meningioma	HP:0100010
Spinal Meningiomas	HP:0100010
mnemonic auras	HP:0012004
obsolete focal cognitive seizure with deja vu / jamais vu	HP:0012004
focal cognitive seizure with deja vu / jamais vu	HP:0012004
mnemonic aura	HP:0012004
Alpha Cell Neoplasm	HP:0030404
Alpha Cell Tumor of Pancreas	HP:0030404
Adenomas, alpha-Cell	HP:0030404
Glucagonoma (morphologic abnormality)	HP:0030404
Pancreatic Alpha Cell Tumor	HP:0030404
Pancreatic Glucagon Producing Neuroendocrine Tumor	HP:0030404
Glucagon-Producing Tumor of the Islet Cells	HP:0030404
Glucagonoma syndrome	HP:0030404
pancreatic glucagonoma	HP:0030404
Glucagon-Producing Islet Cell Tumor	HP:0030404
Pancreatic Alpha Cell Glucagon Producing Tumor	HP:0030404
Alpha Cell Neoplasm of the Pancreas	HP:0030404
islet cell glucagonoma	HP:0030404
Adenoma, alpha Cell	HP:0030404
alpha-Cell Adenoma	HP:0030404
Pancreatic Alpha Cell Neoplasm	HP:0030404
Glucagonoma [Disease/Finding]	HP:0030404
Glucagon-Producing Tumor of Islet Cells	HP:0030404
Alpha Cell Tumor of the Pancreas	HP:0030404
alpha-Cell Tumor	HP:0030404
Glucagon-Producing Neoplasm of Islet Cells	HP:0030404
[M]Glucagonoma NOS	HP:0030404
[M]Glucagonoma NOS (morphologic abnormality)	HP:0030404
Pancreatic Glucagon Producing Tumor	HP:0030404
alpha-Cell Tumors	HP:0030404
Alpha Cell Neoplasm of Pancreas	HP:0030404
Glucagonoma Syndrome	HP:0030404
Glucagonoma -RETIRED-	HP:0030404
Pancreatic Glucagonoma	HP:0030404
Tumors, alpha-Cell	HP:0030404
Pancreatic Glucagon Producing Neoplasm	HP:0030404
Adenoma, alpha-Cell	HP:0030404
glucagonoma	HP:0030404
Glucagonomas	HP:0030404
Pancreatic Alpha Cell Glucagon Producing Neoplasm	HP:0030404
Glucagon-Producing Islet Cell Neoplasm	HP:0030404
Alpha Cell Tumor	HP:0030404
Glucagon-Producing Neoplasm of the Islet Cells	HP:0030404
Tumor, alpha-Cell	HP:0030404
alpha-Cell Adenomas	HP:0030404
alpha Cell Tumor	HP:0030404
atrophic cerebellum	HP:0001272
degeneration of cerebellum	HP:0001272
infratentorial atrophy	HP:0001272
cerebellar atrophy	HP:0001272
focal impair awareness sensory seizure with gustatory feature	HP:0032897
focal impaired awareness sensory seizure with gustatory features	HP:0032897
impaired social reciprocity	HP:0012760
third ventricle colloid cyst	HP:0032578
open neural tube defect	HP:0034237
Meningomyelocele of unspecified site (disorder)	HP:0030709
Spina Bifida Cystica	HP:0030709
Myelocystocele of unspecified site	HP:0030709
Meningomyelocele (disorder)	HP:0030709
Myelocystocele NOS	HP:0030709
myelocystocele	HP:0030709
Meningomyelocele NOS	HP:0030709
Meningomyeloceles	HP:0030709
Myelomeningoceles	HP:0030709
Meningomyelocele	HP:0030709
Myelocystocele NOS (disorder)	HP:0030709
Myelocystocele of unspecified site (disorder)	HP:0030709
Meningomyelocele NOS (disorder)	HP:0030709
Meningomyelocele of unspecified site	HP:0030709
Myelomeningocele ICD10CM:Q05	HP:0030709
Meningomyelocele [Disease/Finding]	HP:0030709
Meningomyelocele ICD10CM:Q05	HP:0030709
Myelomeningocele	HP:0030709
pulmonary paraglioma	HP:0100636
more than typical sleepiness during day	HP:0001262
obsolete excessive daytime sleepiness	HP:0001262
excessive daytime somnolence	HP:0001262
[D]Somnolence	HP:0001262
Somnolence ICD10CM:R40.0	HP:0001262
Sleepiness	HP:0001262
Somnolence	HP:0001262
excessive daytime sleepiness	HP:0001262
[D]Somnolence (situation)	HP:0001262
Psychotic disorder NOS (Atypical psychosis)	HP:0000709
psychoses	HP:0000709
PSYCHOSIS NOS	HP:0000709
Psychotic	HP:0000709
Atypical psychosis	HP:0000709
Disorders, Psychotic	HP:0000709
Unspecified psychosis	HP:0000709
Psychotic Disorder NOS	HP:0000709
Psychosis NOS <2>	HP:0000709
Disorder, Psychotic	HP:0000709
Psychotic disorder NOS	HP:0000709
Psychotic disorder	HP:0000709
psychoses (diagnosis)	HP:0000709
PSYCHOSES	HP:0000709
Psychoses	HP:0000709
Psychotic disorder (disorder)	HP:0000709
Psychosis NOS	HP:0000709
[X] Psychosis NOS	HP:0000709
Psychotic <1>	HP:0000709
Psychotic Disorders	HP:0000709
psychosis	HP:0000709
Psychotic Disorders [Disease/Finding]	HP:0000709
[X]Psychosis NOS	HP:0000709
Psychotic Disorder	HP:0000709
parietal encephalocele	HP:0011816
abnormal csf / serum albumin ratio	HP:0030981
lhermitte 's sign	HP:0032504
barber chair phenomenon	HP:0032504
lhermitte 's phenomenon	HP:0032504
progressive spastic paraplegia	HP:0007020
abnormal shape of brain	HP:0012443
abnormality of the brain	HP:0012443
abnormality of brain morphology	HP:0012443
photically induce myoclonic - tonic - clonic seizure	HP:0032855
photosensitive myoclonic - tonic - clonic seizure	HP:0032855
photically induced myoclonic - tonic - clonic seizure	HP:0032855
drug addiction	HP:0033511
stimulant dependence	HP:0033512
stimulant addiction	HP:0033512
loss of ability to walk in first decade	HP:0006794
abnormality of the astrocyte	HP:0100707
abnormality of the astrocytes	HP:0100707
abnormal astrocyte morphology	HP:0100707
abnormal csf lactate level	HP:0030085
abnormal csf lactate concentration	HP:0030085
hand tingle	HP:0033660
hand paresthesia	HP:0033660
hand tingling	HP:0033660
aplasia / hypoplasia involving the central nervous system	HP:0002977
absent / underdeveloped central nervous system tissue	HP:0002977
aplasia / hypoplasia involving the cns	HP:0002977
aplasia / hypoplasia involve the cns	HP:0002977
aplasia / hypoplasia involve the central nervous system	HP:0002977
atrophy of the hypothalamus	HP:0025058
hypothalamic atrophy	HP:0025058
caudate degeneration	HP:0002340
caudate atrophy	HP:0002340
eeg with burst suppression	HP:0010851
cranial dystonia	HP:0012048
oromandibular dystonia	HP:0012048
fetal intraventricular hemorrhage with ventriculomegaly	HP:0034218
grade iii fetal intracranial hemorrhage	HP:0034218
hippocampal malrotation	HP:0034396
thalamic hemorrhage	HP:0025064
thalamic haemorrhage	HP:0025064
eeg with generalized slow activity grade 1	HP:0011206
eeg with generalised slow activity grade 1	HP:0011206
SPEECH DELAY <2>	HP:0000750
Delayed, language	HP:0000750
Speech impairment <2>	HP:0000750
delayed language development	HP:0000750
Has difficulty with speech	HP:0000750
Speech impairment NOS	HP:0000750
Delayed Speech	HP:0000750
delayed speech and language development	HP:0000750
language delayed	HP:0000750
Delayed, articulation	HP:0000750
delay language development	HP:0000750
speech and language difficulties	HP:0000750
POOR SPEECH ACQUISITION	HP:0000750
poor language development	HP:0000750
speech and language delay	HP:0000750
Language Delay	HP:0000750
delay speech	HP:0000750
speech difficulty	HP:0000750
delay speech acquisition	HP:0000750
deficiency of speech development	HP:0000750
poor speech acquisition	HP:0000750
speech difficulties	HP:0000750
Has difficulty with speech (finding)	HP:0000750
poor speech development	HP:0000750
delayed speech	HP:0000750
POOR SPEECH DEVELOPMENT	HP:0000750
impaired speech and language development	HP:0000750
delayed speech acquisition	HP:0000750
Delays, Speech	HP:0000750
language delay	HP:0000750
speech and language difficulty	HP:0000750
language development deficit	HP:0000750
Language Delays	HP:0000750
late - onset speech development	HP:0000750
Speech delay <1>	HP:0000750
Speech impairment <1>	HP:0000750
speech delay	HP:0000750
Delayed, speech	HP:0000750
Delay, Speech	HP:0000750
delayed speech development	HP:0000750
Speech Delays	HP:0000750
Speech Delay	HP:0000750
impaired speech development	HP:0000750
Language Development Disorders	HP:0000750
delay speech and language development	HP:0000750
delay speech development	HP:0000750
PINEALOMA	HP:0030407
pineocytoma	HP:0030407
Benign pinealoma (disorder)	HP:0030407
Pinealoma	HP:0030407
Pinealocytomas	HP:0030407
Pineocytomas	HP:0030407
Benign Pinealoma	HP:0030407
BENIGN PINEALOMA	HP:0030407
Benign pinealoma	HP:0030407
Pineocytoma <2>	HP:0030407
pineocytoma <1>	HP:0030407
Pinealocytoma	HP:0030407
PINEOCYTOMA, BENIGN	HP:0030407
abnormality of the somatic nervous system	HP:0410009
abnormality of the accessory nerve	HP:0010825
abnormality of cranial nerve xi	HP:0010825
abnormality of the eleventh cranial nerve	HP:0010825
progressive mental and motor deterioration	HP:0007272
progressive psychomotor deterioration	HP:0007272
microcephaly , postnatal , progressive	HP:0000253
progressive microcephaly	HP:0000253
progressively abnormally small skull	HP:0000253
microcephaly , progressive	HP:0000253
progressively abnormally small cranium	HP:0000253
eeg with spike - wave complexes ( > 3.5 hz )	HP:0010849
eeg with 3 - 4 - hz spike wave	HP:0010849
eeg with spike - wave complex ( > 3.5 hz )	HP:0010849
eeg with 3 - 4 - hz spike waves	HP:0010849
somatosensory - induced seizure	HP:0020213
plaque build - up in cerebral artery	HP:0007201
cerebral artery atherosclerosis	HP:0007201
Seizures, Febrile	HP:0011172
Seizure, Febrile, Complex	HP:0011172
complex fever fit	HP:0011172
complex febrile convulsion	HP:0011172
complex febrile seizure	HP:0011172
COMPLX FEBRILE CONVULSNS	HP:0011172
complex febrile seizures	HP:0011172
Decreased motor nerve conduction velocities (NCV)	HP:0003431
decreased motor nerve conduction velocity	HP:0003431
reduced motor nerve conduction velocity	HP:0003431
decreased motor ncv	HP:0003431
decrease motor ncv	HP:0003431
Decreased motor nerve conduction velocity (NCV)	HP:0003431
decrease motor nerve conduction velocity	HP:0003431
decreased motor nerve conduction velocities	HP:0003431
reduce motor nerve conduction velocity	HP:0003431
atrophy of cerebellar vermis	HP:0006855
cerebellar vermis atrophy	HP:0006855
vermian atrophy	HP:0006855
atrophy of the cerebellar vermis	HP:0006855
gordon sign	HP:0030181
gordon reflex	HP:0030181
hypothalamic hypometabolism in fdg pet	HP:0012661
distal sensory impairment of all modalities	HP:0003409
distal sensory loss to all modalities	HP:0003409
distal sensory loss to all modality	HP:0003409
obsolete distal sensory loss of all modality	HP:0003409
Distal sensory loss of all modalities	HP:0003409
obsolete distal sensory loss of all modalities	HP:0003409
distal sensory impairment of all modality	HP:0003409
increase csf glycine concentration	HP:0500230
high glycine level in cerebrospinal fluid	HP:0500230
high glycine levels in cerebrospinal fluid	HP:0500230
increased csf glycine concentration	HP:0500230
myoclonic absence seizure	HP:0011150
myoclonic absence	HP:0011150
myoclonic absences	HP:0011150
eeg with localized low amplitude activity	HP:0010855
EEG	HP:0010855
eeg with localised low amplitude activity	HP:0010855
eeg : localise low amplitude activity	HP:0010855
eeg : localised low amplitude activity	HP:0010855
focal aware vocal automatism seizure	HP:0032915
pallidal degeneration	HP:0007132
low self esteem	HP:0031469
pituitary macroadenoma	HP:0025693
pituitary gland macroadenoma	HP:0025693
Visual hallucination	HP:0002367
Hallucination, visual	HP:0002367
[D]Visual hallucinations (situation)	HP:0002367
visual hallucinations	HP:0002367
[D]Visual hallucinations (context-dependent category)	HP:0002367
Hallucination visual	HP:0002367
visual hallucination	HP:0002367
[D]Visual hallucinations	HP:0002367
Hallucinations	HP:0002367
Hallucination, Visual	HP:0002367
Visual Hallucinations	HP:0002367
Visual hallucinations ICD10CM:R44.1	HP:0002367
Hallucinations, Visual	HP:0002367
Visual Hallucination	HP:0002367
extrapyramidal signs	HP:0002071
Extrapyramidal Disorder	HP:0002071
Syndrome extrapyramidal	HP:0002071
extrapyramidal symptom	HP:0002071
extrapyramidal dysfunction	HP:0002071
Basal Ganglia Diseases	HP:0002071
extrapyramidal tract sign	HP:0002071
extrapyramidal tract signs	HP:0002071
extrapyramidal symptoms	HP:0002071
Unspecified extrapyramidal disease (disorder)	HP:0002071
Extrapyramidal disease NOS	HP:0002071
Unspecified extrapyramidal disease	HP:0002071
extrapyramidal syndrome	HP:0002071
Extrapyramidal Symptoms	HP:0002071
Extrapyramidal disorder	HP:0002071
extrapyramidal sign	HP:0002071
abnormality of extrapyramidal motor function	HP:0002071
Extrapyramidal Disorders	HP:0002071
congenital encephalopathy	HP:0007239
Agenesis/hypoplasic corpus collosum	HP:0007370
absent / hypoplastic corpus callosum	HP:0007370
hypoplasia or absence of the corpus callosum	HP:0007370
aplasia / hypoplasia of the corpus callosum	HP:0007370
complete or partial absence of the corpus callosum	HP:0007370
agenesis / hypoplastic corpus callosum	HP:0007370
hypoplastic or absent corpus callosum	HP:0007370
neoplasm of the pars anterior	HP:0011750
neoplasm of the adenohypophysis	HP:0011750
neoplasm of the par anterior	HP:0011750
neoplasm of the anterior pituitary	HP:0011750
adversive status epilepticus	HP:0032664
focal motor aware seizure with dysarthria / anarthria	HP:0032733
focal aware motor seizure with dysarthria / anarthria	HP:0032733
hyperintensity of mri t2 signal of the spinal cord	HP:0040272
reduction of oligodendroglia	HP:0100709
non - convulsive status epilepticus without coma	HP:0032671
Limbic malformations	HP:0007343
abnormal morphology of the limbic system	HP:0007343
limbic malformation	HP:0007343
Taste diminished	HP:0000224
decrease taste	HP:0000224
Ageusia	HP:0000224
Lost taste	HP:0000224
decreased taste sensation	HP:0000224
Gustatory sense diminished	HP:0000224
hypogeusia	HP:0000224
Hypogeusias	HP:0000224
decreased taste	HP:0000224
decrease taste sensation	HP:0000224
anterior predominant pachygyria with 5 - 10 mm cortical thickness	HP:0020188
pituitary gonadotropic cell adenoma	HP:0011759
pituitary gonadotropinoma	HP:0011759
CEREBRAL EDEMA	HP:0002181
Edema cerebral	HP:0002181
Cerebral oedema (disorder)	HP:0002181
swell of brain	HP:0002181
Edema, Cerebral	HP:0002181
Cerebral oedema -RETIRED-	HP:0002181
Intracranial Edema	HP:0002181
edema, cerebral	HP:0002181
brain oedema	HP:0002181
Edema, Brain	HP:0002181
brain swelling	HP:0002181
Oedema brain	HP:0002181
Swelling, Brain	HP:0002181
Brain Swelling	HP:0002181
Intracranial swelling <1>	HP:0002181
Edema, Intracranial	HP:0002181
Oedema cerebral	HP:0002181
Cerebral Edema	HP:0002181
cerebral oedema	HP:0002181
Cerebral edema (disorder)	HP:0002181
swelling of brain	HP:0002181
brain edema	HP:0002181
Brain Edema [Disease/Finding]	HP:0002181
Brain Swellings	HP:0002181
Brain Edema	HP:0002181
Cerebral edema -RETIRED-	HP:0002181
Edema brain	HP:0002181
cerebral edema	HP:0002181
eeg with generalised slow activity grade 3	HP:0011208
eeg with generalized slow activity grade 3	HP:0011208
focal non - convulsive status epilepticus without coma	HP:0032673
poor hand - eye coordination	HP:0007057
hemihypsarrhythmia	HP:0011215
focal impaired awareness cognitive seizure with neglect	HP:0032798
